APT;Additional;Annotator;Difficulty;FailureReasons;FormatCorrect;Group;Index;Kind;Original;Paraphrase;annotation_id;annotator.1;created_at;id;lead_time;type;updated_at
Semantic based;;2;Easy;;Yes;;9001;3;Last year the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional if they provide parents a choice of religious and secular schools.;Last June the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional if they provide parents a choice of religious and secular schools.;263;14;24.01.2024 11:22;460;58244;"[{""start"":5,""end"":9,""text"":""June"",""labels"":[""APT""]}]";24.01.2024 11:22
Semantic based;Others;3;Hard;;Yes;;9002;2;Last year the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional if they provide parents a choice of religious and secular schools.;Last year, the court upheld Cleveland's school voucher program, ruling 5-4 that if they offer families a selection of both religious and secular schools, the vouchers are constitutional.;456;18;26.01.2024 19:47;461;12342;"[{""start"":88,""end"":122,""text"":""offer families a selection of both"",""labels"":[""APT""]}]";26.01.2024 19:47
Semantic based;Structure-based Changes;4;Hard;;Yes;;9003;4;Last year the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional if they provide parents a choice of religious and secular schools.;Last year the court upheld the school voucher program in Cleveland, deciding by a narrow margin of 5-4 that as long as they allow parents to choose between religious and secular schools, vouchers are constitutional.;313;15;24.01.2024 12:36;462;83586;"[{""start"":68,""end"":215,""text"":""deciding by a narrow margin of 5-4 that as long as they allow parents to choose between religious and secular schools, vouchers are constitutional."",""labels"":[""APT""]}]";24.01.2024 12:36
Semantic based;Morpho- and Lexicon-based Changes;5;Hard;;Yes;;9004;1;Last year the court upheld Cleveland's school voucher program, ruling 5-4 that vouchers are constitutional if they provide parents a choice of religious and secular schools.; Last year, the court affirmed the constitutionality of Cleveland's school voucher program, ruling 5-4 that vouchers are permissible if they offer parents the option to choose between religious and secular schools.;220;13;23.01.2024 18:16;463;1007;"[{""start"":22,""end"":55,""text"":""affirmed the constitutionality of"",""labels"":[""APT""]}]";23.01.2024 18:16
Semantic based;;2;Easy;;Yes;;9010;0;Wal-Mart said it would check all of its million-plus domestic workers to ensure they were legally employed.; Wal-Mart declared that it would examine all of its million-plus domestic employees to verify their legal employment status.;264;14;24.01.2024 11:29;464;410571;"[{""start"":10,""end"":18,""text"":""declared"",""labels"":[""APT""]},{""start"":74,""end"":83,""text"":""employees"",""labels"":[""APT""]},{""start"":106,""end"":124,""text"":""employment status."",""labels"":[""APT""]}]";24.01.2024 11:29
Semantic based;Others;3;Hard;;Yes;;9011;3;Wal-Mart said it would check all of its million-plus domestic workers to ensure they were legally employed.;Yesterday, Wal-Mart said it would examine the status of its entire million-plus workforce in the US to ensure they were legally employed.;457;18;26.01.2024 19:48;465;93036;"[{""start"":34,""end"":66,""text"":""examine the status of its entire"",""labels"":[""APT""]},{""start"":80,""end"":89,""text"":""workforce"",""labels"":[""APT""]}]";26.01.2024 19:48
Semantic based;"{""choices"":[""Morpho- and Lexicon-based Changes"",""Structure-based Changes""]}";4;Easy;;Yes;;9012;2;Wal-Mart said it would check all of its million-plus domestic workers to ensure they were legally employed.;Wal-Mart stated that it would verify the legally employed status of all its over a million domestic workers.;316;15;24.01.2024 12:38;466;93837;"[{""start"":9,""end"":15,""text"":""stated"",""labels"":[""APT""]}]";24.01.2024 12:38
Semantic based;;5;Easy;;Yes;;9013;4;Wal-Mart said it would check all of its million-plus domestic workers to ensure they were legally employed.;Wal-Mart said it would verify the employment status of all its million-plus domestic workers to ensure they were legally employed.;221;13;23.01.2024 18:18;467;70392;"[{""start"":23,""end"":58,""text"":""verify the employment status of all"",""labels"":[""APT""]}]";23.01.2024 18:18
Subordination and nesting changes;;9;Hard;Nonsense;No;;11021;3;Sorkin, who faces charges of conspiracy to obstruct justice and lying to a grand jury, was to have been tried separately.;If approved, the admissions and the plea agreement would end the prosecution that accused Sorkin of conspiracy to obstruct justice and lying to a grand jury.;626;21;30.01.2024 13:01;588;49582;;30.01.2024 13:01
Semantic based;;3;Hard;;Yes;;9020;0;"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come."""; Despite what PeopleSoft management might want you to think, Oracle plans to provide complete support to PeopleSoft customers and products for an extended period of time.;458;18;26.01.2024 19:56;469;4623;"[{""start"":1,""end"":13,""text"":""Despite what"",""labels"":[""APT""]},{""start"":36,""end"":60,""text"":""might want you to think,"",""labels"":[""APT""]},{""start"":68,""end"":104,""text"":""plans to provide complete support to"",""labels"":[""APT""]},{""start"":143,""end"":169,""text"":""an extended period of time"",""labels"":[""APT""]}]";26.01.2024 19:56
Semantic based;;4;Hard;Other;Yes;;9021;3;"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come.""";Clarifying an analyst report published yesterday, Oracle intends to fully support PeopleSoft customers and products for many years to come.;319;15;24.01.2024 12:39;470;81723;;24.01.2024 12:39
Semantic based;;5;Hard;otherchange;Yes;Morpho- and Lexicon-based Changes;9022;2;"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come.""";Contrary to what PeopleSoft management would lead you to believe, Oracle plans to provide complete support for PeopleSoft customers and products for an extended period of time. ;223;13;23.01.2024 18:20;471;102158;;23.01.2024 18:20
Derivational Changes;;10;Hard;Other;No;;3072;2;Another brother, Ali Imron, was sentenced to life in prison after cooperating with investigators and showing remorse.;Ali Imron's other brother was sentenced to life imprisonment after collaborating with investigators and demonstrating regret.;137;11;23.01.2024 16:41;258;13375;;23.01.2024 16:41
Semantic based;Structure-based Changes;7;Hard;;Yes;;9024;1;"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come."""; Oracle plans to continue supporting PeopleSoft customers and products for many years, despite what PeopleSoft management may suggest.;413;17;25.01.2024 14:27;473;90404;"[{""start"":87,""end"":134,""text"":""despite what PeopleSoft management may suggest."",""labels"":[""APT""]},{""start"":1,""end"":86,""text"":""Oracle plans to continue supporting PeopleSoft customers and products for many years,"",""labels"":[""APT""]}]";29.01.2024 14:12
Semantic based;;4;Easy;;Yes;;9030;0;On July 3, Troy is expected to be sentenced to life in prison without parole.; Troy is expected to receive a life sentence without the possibility of parole on July 3.;321;15;24.01.2024 12:40;474;47723;"[{""start"":21,""end"":78,""text"":""receive a life sentence without the possibility of parole"",""labels"":[""APT""]}]";24.01.2024 12:40
Semantic based;;5;Easy;otherchange;Yes;"{""choices"":[""Morpho- and Lexicon-based Changes"",""Others""]}";9031;3;On July 3, Troy is expected to be sentenced to life in prison without parole.;Troy was expected to be sentenced on July 3 to life in prison without parole.;224;13;23.01.2024 18:21;475;41556;;23.01.2024 18:21
Change of order;;13;Easy;;No;;1002;2;They had published an advertisement on the Internet on June 10, offering the cargo for sale, he added.;On June 10, they had published an advertisement on the Internet, offering the cargo for sale, he added.;139;12;23.01.2024 16:47;154;296226;"[{""start"":136,""end"":147,""text"":""On June 10,"",""labels"":[""APT""]}]";23.01.2024 16:47
Semantic based;Structure-based Changes;7;Easy;;Yes;;9033;4;On July 3, Troy is expected to be sentenced to life in prison without parole.;Troy is set to be sentenced to life in prison without parole on July 3.;414;17;25.01.2024 14:28;477;73908;"[{""start"":8,""end"":11,""text"":""set"",""labels"":[""APT""]},{""start"":61,""end"":71,""text"":""on July 3."",""labels"":[""APT""]}]";29.01.2024 14:13
Semantic based;;8;Easy;otherchange;Yes;Structure-based Changes;9034;1;On July 3, Troy is expected to be sentenced to life in prison without parole.; Troy is expected to receive a life sentence in prison without the possibility of parole on July 3.;574;20;30.01.2024 11:20;478;31185;;30.01.2024 11:20
Semantic based;Morpho- and Lexicon-based Changes;5;Hard;;Yes;;9040;0;Sales - a figure watched closely as a barometer of its health - rose 5 percent instead of falling as many industry experts had predicted.;Sales, an indicator closely monitored to gauge its well-being, increased by 5 percent rather than declining as many industry experts had anticipated.;226;13;23.01.2024 18:23;479;84622;"[{""start"":7,""end"":61,""text"":""an indicator closely monitored to gauge its well-being"",""labels"":[""APT""]}]";23.01.2024 18:23
Subordination and nesting changes;Structure-based Changes;9;Easy;;No;;11012;2;"Trading in Loral was halted yesterday; the shares closed on Monday at $3.01.";"Loral's trading was halted yesterday; the shares closed at $3.01 on Monday.";625;21;30.01.2024 13:00;584;37792;"[{""start"":0,""end"":15,""text"":""Loral's trading"",""labels"":[""APT""]}]";30.01.2024 13:00
Spelling changes;;6;Hard;Other;No;;10082;2;NEC is pitching its wireless gear and management software to a variety of industries, including health care and hospitality.;NEC is pitching its wireless gear and management software to a diversity of industries, including healthcare and hospitality. ;105;10;23.01.2024 13:18;551;89575;;23.01.2024 13:18
Semantic based;;8;Easy;;Yes;;9043;4;Sales - a figure watched closely as a barometer of its health - rose 5 percent instead of falling as many industry experts had predicted.;Revenue - a figure closely monitored as an indicator of its health - increased by 5 percent instead of declining as many industry experts had anticipated.;575;20;30.01.2024 11:22;482;113118;"[{""start"":19,""end"":36,""text"":""closely monitored"",""labels"":[""APT""]}]";30.01.2024 11:22
Semantic based;"{""choices"":[""Morpho- and Lexicon-based Changes"",""Structure-based Changes""]}";9;Hard;;No;;9071;3;As a result, Nelson now faces up to 10 years' jail instead of life.;"Nelson had faced the possibility of life in prison; he now faces up to 10 years.";619;21;30.01.2024 12:54;495;57901;"[{""start"":7,""end"":54,""text"":""had faced the possibility of life in prison; he"",""labels"":[""APT""]}]";30.01.2024 12:54
Semantic based;"{""choices"":[""Morpho- and Lexicon-based Changes"",""Structure-based Changes""]}";6;Easy;;No;;9023;4;"Contrary to what PeopleSoft management would have you believe, Oracle intends to fully support PeopleSoft customers and products for many years to come.""";Oracle intends to fully support PeopleSoft customers and products for many years to come, despite what PeopleSoft management says.;98;10;23.01.2024 13:01;472;88648;;23.01.2024 13:01
Semantic based;;7;Easy;otherchange;Yes;Morpho- and Lexicon-based Changes;9051;3;Those who only had surgery lived an average of 46 months.;men treated with surgery alone survived an average of 4 years.;432;17;26.01.2024 16:25;485;75381;;26.01.2024 16:25
Subordination and nesting changes;;14;Easy;otherchange;No;Others;11062;2;Prosecutors said there is no question Waagner was behind the letters, which were sent at the same time of the anthrax attacks.;Prosecutors said there is no question that Waagner, who was behind the letters, which were sent at the same time of the anthrax attacks. ;387;16;24.01.2024 16:21;609;54798;;24.01.2024 16:21
Derivational Changes;Structure-based Changes;9;Easy;;No;;3062;2;Representatives for Puretunes could not immediately be reached for comment Wednesday.;Representatives for Puretunes were unable to be contacted immediately for comment on Wednesday.;603;21;30.01.2024 12:37;253;77876;"[{""start"":30,""end"":57,""text"":""were unable to be contacted"",""labels"":[""APT""]}]";30.01.2024 12:37
