;annotator;apt;index;kind;paraphrase-text;original;paraphrase_fixed;paraphrase;applied-correctly;failure_identical;failure_otherchange;failure_nonsense;failure_other;correct_format;hard;add_morph;add_struct;add_semantic;add_others;mistaken_morph;mistaken_struct;mistaken_semantic;mistaken_others;start;end;marked_text;golden_example
377;5;Semantic based;9040;0;Sales, an indicator closely monitored to gauge its well-being, increased by 5 percent rather than declining as many industry experts had anticipated.;Sales - a figure watched closely as a barometer of its health - rose 5 percent instead of falling as many industry experts had predicted.;Sales, an indicator closely monitored to gauge its well-being, increased by 5 percent rather than declining as many industry experts had anticipated.;True;True;False;False;False;False;True;True;True;False;False;False;False;False;False;False;7.0;61.0;an indicator closely monitored to gauge its well-being;False
378;6;Semantic based;9041;3;Sales Ã¢Â€Â“ one of the best barometers of overall health Ã¢Â€Â“ rose 5 percent instead of falling as many industry experts had predicted.;Sales - a figure watched closely as a barometer of its health - rose 5 percent instead of falling as many industry experts had predicted.;Sales - one of the best barometers of overall health - rose 5 percent instead of falling as many industry experts had predicted.;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;;;;False
379;7;Semantic based;9042;2;"Altered Sentence: '''Sales - a number closely monitored as an indicator of its well-being - increased by 5 percent rather than declining, as predicted by many industry experts.'''The alteration given (""figure watched closely as a barometer of its health"") has been applied to the input sentence. The original meaning of the sentence is preserved, and no other changes were made in the sentence.";Sales - a figure watched closely as a barometer of its health - rose 5 percent instead of falling as many industry experts had predicted.;Sales - a number closely monitored as an indicator of its well-being - increased by 5 percent rather than declining, as predicted by many industry experts.;True;True;False;False;False;False;False;True;True;False;False;False;False;False;False;False;127.0;137.0;declining,;False
380;8;Semantic based;9043;4;Revenue - a figure closely monitored as an indicator of its health - increased by 5 percent instead of declining as many industry experts had anticipated.;Sales - a figure watched closely as a barometer of its health - rose 5 percent instead of falling as many industry experts had predicted.;Revenue - a figure closely monitored as an indicator of its health - increased by 5 percent instead of declining as many industry experts had anticipated.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;19.0;36.0;closely monitored;False
381;9;Semantic based;9044;1; Instead of falling as many industry experts had predicted, sales - a figure closely monitored as an indicator of its health - increased by 5 percent.;Sales - a figure watched closely as a barometer of its health - rose 5 percent instead of falling as many industry experts had predicted.; Instead of falling as many industry experts had predicted, sales - a figure closely monitored as an indicator of its health - increased by 5 percent.;True;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;77.0;110.0;closely monitored as an indicator;False
382;6;Semantic based;9050;0; Those who underwent surgery had a mean survival time of 46 months.;Those who only had surgery lived an average of 46 months.; Those who underwent surgery had a mean survival time of 46 months.;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;;;;False
383;7;Semantic based;9051;3;men treated with surgery alone survived an average of 4 years.;Those who only had surgery lived an average of 46 months.;men treated with surgery alone survived an average of 4 years.;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;;;;False
384;8;Semantic based;9052;2;"Alteration: '''Individuals who exclusively underwent surgery had a mean survival time of 46 months, on average.'''Check: The alteration applied the semantic-based change by rephrasing ""those who only had surgery"" to ""individuals who exclusively underwent surgery"". The original meaning of the sentence is preserved, as well as the alteration given.";Those who only had surgery lived an average of 46 months.;Individuals who exclusively underwent surgery had a mean survival time of 46 months, on average.;True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;31.0;60.0;exclusively underwent surgery;False
385;9;Semantic based;9053;4;Those who underwent surgery had an average lifespan of 46 months.;Those who only had surgery lived an average of 46 months.;Those who underwent surgery had an average lifespan of 46 months.;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;10.0;19.0;underwent;False
386;10;Semantic based;9054;1; The average lifespan for those who only had surgery was 46 months.;Those who only had surgery lived an average of 46 months.; The average lifespan for those who only had surgery was 46 months.;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;53.0;56.0;was;False
387;7;Semantic based;9060;0; According to the U.S. Centers for Disease Control and Prevention, the virus causes the death of approximately 36,000 people in a typical year.;The virus kills roughly 36,000 people in an average year, according to the U.S. Centers for Disease Control and Prevention.; According to the U.S. Centers for Disease Control and Prevention, the virus causes the death of approximately 36,000 people in a typical year.;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;67.0;143.0;the virus causes the death of approximately 36,000 people in a typical year.;False
